SERIAL;JOURV8;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;Q411;Q412;Q413;Q414;Q415;Q416;Q417;Q418;Q419;Q4110;Q4111;Q4112;Q4113;Q4114;Q4115;Q4116;Q4117;Q4118;Q4119;Q4120;Q4121;Q4122;Q4123;Q4124;Q4125;Q4126;Q4127;Q4128;Q4129;Q4130;Q4131;Q421;Q422;Q423;Q424;Q425;Q426;Q427;Q428;Q429;Q4210;Q4211;Q4212;Q4213;Q4214;Q4215;Q4216;Q4217;Q4218;Q4219;Q4220;Q4221;Q4222;Q4223;Q4224;Q4225;Q4226;Q4227;Q4228;Q4229;Q4230;Q4231;Q43_0;Q43_1;Q43_2;Q44_0;Q44_1;Q44_2;Q45;Q46;Q47Q_0;Q47Q_1;Q48Q_0;Q48Q_1;Q410V1Q;Q410V2Q;Q411V1Q;Q411V2Q;Q412V;Q413V;D70V;D71V;D72_0;D72_1;D72_2;D72_3;D72_4;D72_5;D72_6;D73
4615;5;2;1;3;92;1;5;4;6;1;11;11;11;2;;2;3;;2;6;2;2;3;2;3;2;3;3;4;120;2;;20;25;2;3;4;2;3;3;2;5;;;;1;92;1;4;3;1;2;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;;;;2;;2;;;;;;;;5;5;4;2;2;2;2;2;45;55;45;55;;;;45;2;2;2;2;2;1;1;2;1;1;2;2
4616;5;1;2;3;31;10;4;1;3;2;9;7;1;2;;2;3;;2;5;1;2;1;1;1;1;1;1;3;0;0;;;;0;1;0;4;4;4;4;3;;;;1;31;10;4;2;1;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;4;10;90;10;90;0;;;;2;4;2;2;2;1;2;2;2;2;2;1
4617;5;1;1;10;78;1;2;7;7;1;4;3;7;2;;2;3;;2;5;5;4;3;5;1;1;2;1;4;25;0;;;;0;1;0;1;1;3;1;;;;;1;78;1;5;1;0;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;8;6;50;50;75;25;;;;;2;3;4;2;2;3;2;4;3;1;1;3
4618;5;1;2;2;60;5;3;1;3;2;3;4;7;2;;4;3;;1;3;1;3;2;1;2;2;2;2;2;180;1;40;;;0;1;1;4;4;4;4;3;;;;1;60;5;3;1;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;1;2;1;1;3;3;6;1;50;50;50;50;1;;80;;2;1;3;2;3;3;3;3;3;3;1;1
4619;5;1;2;2;42;11;4;1;5;1;4;7;5;2;;2;3;;1;6;2;2;1;1;2;1;1;3;3;480;3;;59;24;0;1;5;3;3;4;3;1;;;;1;42;11;3;1;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;4;2;30;70;30;70;;;;;2;2;2;2;1;1;2;1;2;1;1;1
4620;5;1;2;10;87;9;2;7;7;5;4;7;1;2;;2;3;;2;5;1;2;1;1;2;1;6;3;2;120;3;;;;2;0;0;4;4;4;4;;;;;1;87;9;4;1;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;3;1;50;50;50;50;;;;;2;3;3;2;1;1;2;1;1;1;2;1
4621;5;1;1;5;13;12;2;1;3;3;3;7;2;1;3;;3;;2;4;2;2;3;1;1;1;1;2;2;480;4;;35;48;0;0;50;3;3;3;3;1;;;;1;13;12;4;4;2;0;6;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;2;2;1;3;3;6;6;10;90;30;70;0;;;;2;3;3;1;1;3;2;2;2;1;1;1
4622;5;1;1;8;67;6;4;1;3;3;3;8;5;1;1;;3;;1;9;1;1;1;1;1;1;1;4;2;720;1;;;;0;0;8;4;4;4;4;1;;;;1;67;6;4;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;1;;1;7;7;7;1;1;1;8;9;50;50;50;50;0;;;;2;2;3;2;1;1;1;1;3;3;2;1
4623;5;2;2;1;14;4;1;8;8;1;3;4;7;2;;2;3;;2;9;2;2;1;2;2;1;1;2;1;30;5;;;;1;2;0;3;3;4;3;;;;;1;14;4;6;4;0;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;5;30;70;70;30;;;;;2;2;2;2;2;1;1;1;1;1;2;1
4624;5;1;2;4;78;1;5;1;4;3;7;3;5;2;;2;3;;2;7;2;2;1;1;4;1;4;1;2;0;1;8;;;4;4;0;3;1;4;4;3;;;;1;78;1;5;3;1;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;1;3;3;3;7;6;0;100;0;100;5;;80;;2;3;2;2;3;1;3;3;3;3;1;1
4625;5;1;2;4;31;10;1;1;4;7;5;8;6;2;;2;3;;2;4;1;2;2;1;2;1;3;2;2;0;2;;11;11;5;5;0;4;4;2;4;4;;;;1;31;10;5;3;1;2;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;5;0;100;0;100;0;;;;1;4;4;3;1;1;1;1;1;1;2;1
4626;5;1;2;4;14;4;1;1;4;2;1;5;2;2;;2;3;;2;10;1;1;1;1;1;1;1;2;2;120;4;;65;70;1;0;0;4;4;3;3;3;;;;1;14;4;3;2;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;3;0;100;0;100;90;;70;;2;3;3;1;2;2;2;2;2;2;2;1
4627;5;1;1;6;92;1;5;2;6;2;5;3;2;2;;2;3;;2;8;1;1;7;1;1;1;1;3;1;600;1;47;;;0;0;7;4;4;4;4;1;;;;1;92;1;3;2;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;2;1;50;50;50;50;45;;36;;2;3;2;2;3;3;3;3;3;3;2;1
4628;5;2;1;10;35;8;1;7;7;3;9;8;2;2;;2;3;;2;8;2;2;2;1;1;1;1;2;2;300;3;;44;46;0;3;0;4;4;2;4;;;;;1;35;8;5;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;5;4;4;2;2;2;7;9;100;0;100;0;;;;;2;2;3;2;1;1;2;3;3;1;1;1
4629;5;1;1;10;59;5;4;7;7;6;5;10;3;2;;2;3;;2;4;2;4;1;4;2;2;1;4;5;195;10;;50;30;0;2;0;4;4;4;4;;;;;1;59;5;6;3;1;0;4;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;1;2;2;1;1;3;7;6;0;100;0;100;;;;;1;3;3;2;1;1;4;1;2;2;1;1
4630;5;1;1;10;26;11;1;7;7;5;1;2;3;2;;2;3;;2;5;1;3;5;3;2;1;6;2;4;0;0;;;;4;0;0;3;3;4;4;;;;;1;26;11;3;1;0;0;4;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;5;2;20;80;20;80;;;;;2;3;2;2;2;1;2;2;1;2;1;1
4631;5;1;2;6;13;12;4;4;5;7;7;1;10;2;;2;3;;1;8;2;1;2;1;1;2;2;2;1;0;0;;;;0;2;0;4;3;4;4;5;;;;1;13;12;7;2;2;0;5;2;2;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;7;1;2;2;7;7;50;50;75;25;;;;100;2;2;3;2;1;1;2;1;1;1;1;1
4632;5;1;2;7;69;11;4;1;3;5;3;4;9;2;;2;2;;1;7;2;2;1;1;2;1;1;4;3;480;2;;57;38;1;1;5;3;4;4;4;5;;;;1;69;11;3;2;0;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;2;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;3;3;6;2;50;50;50;50;0;;;;2;2;3;2;1;1;1;2;1;2;1;1
4633;5;1;2;8;93;1;5;1;3;5;3;6;7;2;;1;3;;2;7;1;3;1;2;2;1;1;3;3;480;15;;24;85;1;7;2;4;4;4;4;1;;;;1;93;1;4;2;0;0;4;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;;;;2;;1;;;;;;;;1;1;1;1;1;1;6;5;70;30;70;30;0;;;;1;2;1;2;1;1;1;1;1;1;1;1
4634;5;1;2;3;40;9;3;6;8;3;2;4;6;2;;2;3;;2;10;1;1;1;1;1;1;1;2;1;300;10;;;;3;0;0;4;4;4;4;;;;;1;40;9;6;5;3;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;6;1;50;50;30;70;;;;;2;3;4;1;2;2;2;2;2;2;2;2
4635;5;1;1;5;31;10;2;3;2;3;8;1;4;2;;2;3;;3;9;1;2;1;1;7;2;1;2;3;0;1;35;;;0;1;1;3;1;3;3;7;;;;1;31;10;6;4;2;2;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;6;7;1;2;2;8;9;0;100;;;;50;;;2;3;3;1;1;2;2;3;2;2;2;1
4636;5;2;2;5;10;6;1;2;4;3;2;1;5;2;;2;3;;2;0;1;3;1;1;1;2;1;1;3;0;1;33;;;0;1;0;4;4;4;4;2;5;;;1;10;6;4;4;2;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;5;3;90;10;90;10;;;;;2;3;2;1;1;2;2;2;2;2;2;1
4637;5;1;2;4;35;8;2;1;5;5;4;8;7;2;;4;2;;2;7;2;3;2;1;2;2;2;2;2;260;15;;45;40;0;0;0;2;2;3;3;5;;;;1;35;8;3;1;1;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;1;1;3;4;6;10;90;25;75;40;;5;;2;2;3;3;3;1;1;1;2;1;1;1
4638;5;1;1;10;65;10;3;7;7;3;10;9;4;2;;2;3;;2;7;4;4;3;1;4;5;3;2;3;240;6;;65;1;1;2;0;1;3;1;4;;;;;1;65;10;4;2;0;0;2;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;2;2;6;2;100;0;100;0;;;;;1;3;4;1;3;3;3;3;1;3;3;4
4639;5;2;2;6;77;1;1;1;4;3;8;2;1;2;;1;1;;2;10;1;1;1;1;1;1;1;2;2;65;0;;;;1;1;1;4;4;4;4;1;;;;2;77;1;6;4;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;1;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;6;3;3;2;1;1;7;5;50;50;;;0;;;;1;2;2;2;1;1;2;2;1;1;1;1
4640;5;2;2;7;34;10;4;1;5;7;2;1;4;2;;2;3;;2;8;1;2;1;1;1;1;1;3;2;540;10;;40;;0;0;6;3;3;3;3;1;;;;1;34;10;4;3;1;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;4;4;7;5;30;70;30;70;50;;30;;2;2;3;2;1;1;2;3;1;2;2;1
4641;5;1;2;4;42;11;3;1;5;3;2;5;1;2;;2;3;;2;5;1;3;1;1;2;1;2;2;2;90;3;;3;28;3;2;2;4;4;1;4;2;;;;1;42;11;5;4;2;0;3;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;7;2;1;1;1;6;1;40;60;50;50;;;;;2;3;2;3;1;1;2;1;1;2;1;1
4642;5;1;2;3;29;8;4;4;3;2;5;4;6;2;;2;3;;2;3;1;1;1;1;1;2;1;2;2;90;4;;;;1;1;0;4;4;4;4;5;;;;1;29;8;4;2;0;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;1;1;1;8;9;100;0;100;0;;;;80;2;2;1;2;3;3;1;1;1;1;1;1
4643;5;2;2;5;69;11;4;6;8;7;1;5;6;1;3;;3;;2;9;1;1;1;1;1;1;1;2;2;120;0;;;;0;0;6;4;3;1;2;;;;;1;69;11;5;5;3;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;3;3;1;3;3;3;7;9;60;40;80;20;;;;;2;2;3;2;2;1;1;2;2;1;1;1
4644;5;2;2;5;35;8;2;1;5;3;8;3;5;2;;2;2;;1;6;1;2;1;1;1;1;3;2;2;180;3;;25;40;10;0;4;2;2;1;3;2;;;;1;35;8;5;4;2;0;3;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;2;50;50;50;50;0;;;;2;3;2;3;1;1;1;1;1;1;1;1
4645;5;1;2;9;16;9;3;7;7;1;1;10;6;2;;2;3;;2;6;1;2;1;1;1;1;1;2;1;180;2;;85;85;1;2;0;4;4;4;4;;;;;1;16;9;2;1;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;5;5;20;80;40;60;;;;;2;2;4;2;2;2;2;2;2;2;2;1
4646;5;1;1;7;71;3;1;1;5;1;9;2;8;2;;2;2;;2;6;3;2;2;1;2;1;2;2;4;630;6;;55;20;5;0;20;4;4;4;3;1;;;;1;71;3;5;2;1;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;2;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;3;4;3;3;2;2;7;5;33;67;50;50;0;;;;2;4;4;2;1;3;3;3;1;3;2;1
4647;5;1;2;4;31;10;4;1;4;5;1;2;9;2;;2;3;;2;9;2;3;1;1;1;1;2;2;2;180;10;;;;1;1;0;3;3;4;3;5;;;;1;31;10;5;3;1;0;5;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;1;3;1;6;4;70;30;50;50;1;;60;;2;2;2;2;2;1;2;1;1;2;1;1
4648;5;1;2;9;84;12;4;7;7;7;1;10;4;2;;2;3;;2;5;1;1;1;1;1;1;1;2;2;0;0;;;;1;3;0;3;3;3;3;;;;;1;84;12;5;3;1;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;2;7;3;3;3;6;9;10;90;20;80;;;;;2;2;2;2;1;1;1;1;1;1;1;1
4649;5;1;2;1;94;1;5;1;5;1;4;3;7;1;3;;3;;2;6;1;2;1;1;3;1;1;2;2;90;0;;;;0;0;0;2;2;3;1;3;;;;1;94;1;6;3;0;0;6;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;5;1;1;1;1;1;8;9;10;90;40;60;100;;20;;2;2;3;2;2;3;3;1;3;1;3;1
4650;5;1;1;9;57;6;3;7;7;3;1;9;2;2;;2;3;;1;9;1;3;3;1;2;1;1;2;2;30;0;;;;0;1;0;4;4;4;3;;;;;1;57;6;5;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;5;3;3;2;2;2;5;5;100;0;100;0;;;;;2;3;3;2;1;1;1;1;1;1;2;1
4651;5;1;2;6;59;5;4;8;8;1;2;1;9;2;;2;3;;2;8;1;1;1;1;1;1;2;2;2;240;0;;;;1;1;0;4;4;4;4;;;;;1;59;5;4;3;0;0;2;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;3;3;7;1;50;50;50;50;;;;;2;4;2;2;1;1;1;1;1;1;1;1
4652;5;1;2;10;35;8;4;7;7;1;2;5;8;2;;4;3;;2;5;2;2;3;1;1;1;3;2;2;210;10;;;;2;0;0;4;4;4;4;;;;;1;35;8;4;1;0;0;4;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;1;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;3;1;4;1;1;1;5;1;10;90;50;50;;;;;2;3;2;3;1;1;1;1;1;1;1;1
4653;5;1;1;9;62;5;4;1;4;3;8;9;2;2;;2;3;;2;3;2;3;2;1;2;1;1;2;3;30;0;;;;0;2;0;4;4;4;4;5;;;;1;62;5;6;3;0;0;5;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;7;7;7;2;2;2;7;6;100;0;100;0;0;;;;2;3;4;3;1;3;3;3;3;3;3;1
4654;5;2;1;1;75;1;5;1;3;3;7;3;4;2;;2;2;;2;4;1;3;1;2;2;2;2;2;2;372;4;;30;38;0;1;0;4;4;4;4;1;;;;1;75;1;5;4;0;0;6;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;1;1;1;3;1;7;6;60;40;70;30;1;;90;;2;2;2;2;1;1;1;1;1;1;1;1
4655;5;1;1;9;26;11;1;7;7;3;1;2;4;2;;2;3;;2;8;1;2;1;1;1;1;1;2;2;0;0;;;;0;0;0;4;4;4;4;;;;;1;26;11;5;3;0;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;2;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;3;100;0;100;0;;;;;2;3;4;1;1;1;1;1;1;2;2;1
4656;5;1;2;5;93;1;5;1;5;5;1;8;2;2;;2;3;;2;8;2;3;1;1;2;2;1;3;2;630;3;;52;55;0;0;4;3;3;4;4;1;;;;1;93;1;5;5;4;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;1;;;;2;;1;;;;;;;;;;;;;;;;4;2;3;3;3;3;5;1;70;30;50;50;0;;;;1;3;3;1;2;1;2;2;1;2;2;2
4657;5;1;2;8;42;11;1;6;8;3;1;9;2;2;;4;3;;2;10;1;3;1;1;2;1;1;2;4;0;0;;;;0;2;0;4;3;2;4;;;;;1;42;11;5;2;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;1;50;50;50;50;;;;;2;3;4;1;3;2;2;2;2;2;2;1
4658;5;1;1;3;54;6;1;1;5;3;3;4;6;2;;2;3;;2;4;1;4;2;3;2;1;2;3;2;720;3;;35;55;2;2;5;4;4;4;4;1;3;;;1;54;6;6;4;2;0;1;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;3;3;7;2;50;50;70;30;0;;;;2;1;1;2;1;1;1;1;1;1;1;1
4659;5;1;2;4;13;12;4;1;4;7;3;2;7;3;;;3;;2;2;3;2;3;3;2;2;3;4;5;150;100;;;;2;0;3;4;4;4;4;1;3;8;;1;13;12;6;4;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;2;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;9;25;75;25;75;2;;75;;2;2;4;2;1;2;2;2;1;2;2;1
4660;5;2;2;1;34;10;4;1;3;2;3;9;1;2;;2;3;;2;8;2;2;2;1;1;1;2;2;2;105;20;;24;;1;3;0;3;4;4;2;3;;;;1;34;10;4;2;0;0;6;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;2;2;1;3;3;7;5;15;85;15;85;;;;;2;2;2;2;1;2;1;2;2;2;2;1
4661;5;2;2;2;80;5;1;2;5;7;2;8;9;2;;2;2;;2;8;2;2;1;2;2;2;2;1;3;0;0;;;;3;1;0;1;1;1;1;5;;;;1;80;5;4;2;1;0;4;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;4;6;2;2;2;5;1;20;80;50;50;20;;10;;2;3;3;1;1;1;2;2;1;2;1;1
4662;5;2;2;1;87;9;1;8;8;1;5;4;8;2;;2;3;;2;7;2;2;1;2;1;3;1;1;2;90;10;;35;;1;5;0;1;1;1;1;;;;;1;87;9;5;3;0;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;4;6;6;2;2;2;8;9;20;80;50;50;;;;;2;2;3;2;1;1;2;2;2;2;1;2
4663;5;2;2;3;92;1;5;1;3;3;1;8;4;2;;2;2;;2;8;2;1;1;1;2;1;3;2;2;540;15;;26;38;2;0;1;3;3;3;3;2;;;;1;92;1;3;3;1;0;6;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;5;1;1;1;3;3;7;6;50;50;100;0;1;;60;;2;1;2;2;1;1;1;3;1;1;1;1
4664;5;1;1;9;54;6;3;5;8;3;9;3;6;1;3;;3;;2;8;1;3;2;1;1;4;1;2;3;0;0;;;;3;3;0;3;2;2;2;;;;;1;54;6;5;2;0;0;6;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;3;3;3;2;2;2;7;9;100;0;100;0;;;;;2;2;3;2;1;3;2;3;1;2;2;1
4665;5;2;2;1;85;7;1;1;3;1;5;9;1;2;;2;2;;2;9;1;2;1;1;1;1;1;2;1;480;1;43;;;0;0;60;2;1;4;3;1;;;;2;91;1;3;1;0;0;6;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;5;4;1;2;2;1;5;5;10;90;50;50;80;;60;;2;2;2;2;2;1;1;2;1;2;2;1
4666;5;1;1;1;75;1;5;8;8;1;6;8;5;2;;2;3;;1;9;1;2;1;1;2;1;1;2;1;270;0;;;;1;2;0;3;2;3;3;;;;;1;75;1;3;3;0;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;8;9;50;50;50;50;;;;;2;2;4;2;3;1;1;1;3;1;1;1
4667;5;2;2;2;59;5;4;5;8;3;4;8;2;2;;2;3;;2;9;3;2;2;1;1;1;1;2;3;0;0;;;;0;2;0;3;4;4;4;;;;;1;59;5;4;5;3;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;9;50;50;30;70;;;;;2;4;3;2;1;2;2;2;2;2;2;1
4668;5;1;1;10;60;5;2;7;7;3;6;8;2;2;;2;3;;1;4;2;2;1;1;1;1;1;2;3;60;0;;;;2;0;0;4;4;4;4;;;;;1;60;5;4;2;0;1;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;4;5;1;1;2;7;8;30;70;30;70;;;;;2;3;3;2;1;3;1;3;3;2;1;1
4669;5;2;2;2;34;10;3;1;4;2;2;7;8;2;;2;3;;2;8;1;1;1;1;1;1;2;2;1;180;8;;35;62;3;6;1;4;2;4;3;6;;;;1;34;10;2;2;1;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;2;;1;;;;;;;;;;;;;;;;1;4;1;1;1;3;6;5;80;20;80;20;0;;;;2;2;3;2;1;1;2;1;1;2;2;1
4670;5;1;2;9;38;11;3;6;8;3;10;6;9;2;;2;3;;2;5;1;3;1;1;3;2;2;3;3;90;7;;;;3;2;0;4;4;4;4;;;;;1;38;11;6;4;0;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;8;9;100;0;100;0;;;;;2;3;4;2;3;3;1;3;3;3;1;1
4671;5;1;2;7;59;5;4;2;4;3;1;6;4;2;;2;3;;2;8;2;2;1;1;1;1;1;2;3;0;0;;;;2;0;0;4;3;3;4;6;;;;1;59;5;6;4;0;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;7;6;7;1;1;1;5;2;0;100;0;100;0;;;;2;2;2;2;1;1;2;1;2;2;2;1
4672;5;1;2;7;76;4;4;1;4;3;5;2;6;2;;2;3;;2;7;1;1;1;1;1;1;1;3;1;420;0;;;;1;1;4;3;3;3;4;1;;;;1;76;4;6;4;0;0;5;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;4;3;2;2;2;1;7;8;10;90;20;80;0;;;;1;2;4;3;3;1;3;1;3;3;3;1
