SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
2510;2;2;2;4;2;5;1;1;5;3;6;10;11;1;3;3;;2;;1;2;1;1;2;2;2;2;2;1;9;1;1;1;1;1;1;1;2;1;480;4;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;2;5;7;3;0;1;5;2;1;1;2;2;2;2;1;1
2511;2;1;1;5;51;6;3;1;6;1;8;7;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;1;4;1;1;1;1;1;2;5;540;1;4;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;51;6;3;1;0;0;4;1;4;4;1;1;1;1;1;2
2512;2;1;1;5;44;7;2;1;3;3;1;3;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;1;2;4;60;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;3;2;;;;1;44;7;7;4;2;0;5;1;1;1;3;1;1;1;1;1
2513;2;1;2;9;2;5;2;7;7;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;6;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;2;5;6;2;0;0;3;1;5;5;3;2;2;2;3;3
2514;2;1;2;3;59;5;4;3;3;7;8;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;4;2;1;1;1;1;2;6;60;1;2;;;;0;5;2;3;2;2;2;2;2;2;2;3;4;4;4;2;;;;1;59;5;5;2;0;0;6;2;4;3;1;2;2;2;3;3
2515;2;1;1;10;78;1;5;7;7;5;1;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;6;1;1;1;1;1;6;55;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;78;1;5;1;0;0;6;2;3;3;2;1;1;1;1;1
2516;2;1;1;2;88;6;3;1;3;1;3;7;8;1;2;3;;2;;1;1;1;1;1;2;2;2;2;2;8;2;3;2;4;2;1;1;1;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;1;88;6;11;5;1;0;6;1;2;3;1;1;1;1;1;1
2517;2;1;2;1;37;2;1;8;8;1;2;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;4;5;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;;1;37;2;;4;1;0;4;1;1;2;3;1;1;1;1;1
2518;2;3;2;8;93;1;5;7;7;1;1;8;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;3;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;93;1;3;1;0;0;4;1;2;2;3;3;1;1;1;3
2519;2;1;2;9;67;6;2;5;8;1;1;3;6;2;;3;;2;;1;2;1;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;60;2;;;;;0;2;2;2;2;2;2;2;2;1;2;1;1;3;2;;;;;1;67;6;4;1;0;0;5;2;1;2;2;1;1;1;1;1
2520;2;1;2;1;91;1;5;8;8;1;3;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;1;1;1;2;4;40;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;3;3;;;;;1;91;1;7;4;0;0;6;2;2;2;3;1;1;1;1;3
2521;2;2;2;3;75;1;5;1;3;1;8;4;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;1;1;1;2;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;3;1;0;0;6;1;3;4;1;1;1;1;1;3
2522;2;1;2;4;80;5;4;1;3;1;1;8;4;2;;3;;2;;1;2;1;2;2;2;2;2;2;2;10;2;6;4;1;1;1;1;1;6;20;1;;;;;0;3;2;2;2;1;2;2;2;2;2;1;1;1;2;6;;;;1;80;5;6;1;1;0;6;2;2;2;3;1;1;1;1;3
2523;2;2;1;1;75;1;5;6;8;1;3;7;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;1;6;0;;;;;;1;2;;2;3;2;2;2;2;2;2;3;2;3;3;;;;;1;75;1;1;1;0;0;7;1;2;5;2;3;3;3;1;2
2524;2;1;2;9;76;4;4;7;7;1;1;3;2;2;;3;;2;;2;2;2;2;2;3;3;3;2;3;9;2;5;2;2;2;1;1;2;6;45;1;;;;;10;2;2;2;2;2;2;2;1;2;2;1;1;3;1;;;;;1;76;4;2;1;0;0;4;2;4;5;3;1;2;1;1;3
2525;2;2;2;1;22;8;3;8;8;1;1;3;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;1;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;1;4;4;;;;;1;22;8;4;2;0;0;4;2;3;4;1;1;1;1;1;1
2526;2;1;1;4;13;12;4;4;6;3;1;2;5;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;6;45;1;;;;;1;3;;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;13;12;4;2;0;0;5;1;2;3;3;3;3;3;1;1
2527;2;1;1;7;69;11;4;4;6;3;1;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;3;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;3;6;;;;1;69;11;5;3;0;0;4;2;3;5;1;3;3;3;1;2
2528;2;1;2;2;34;10;3;1;4;2;1;3;8;2;;3;;2;;2;2;1;1;1;2;2;2;2;2;8;1;1;1;1;1;1;1;1;4;0;;;;;;0;4;1;3;2;2;2;2;2;2;2;2;2;2;2;6;;;;1;34;10;2;2;0;0;6;1;2;3;2;1;1;1;1;3
2529;2;1;2;5;45;2;4;1;5;1;1;7;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;2;1;1;2;5;66;1;2;;;;1;4;2;2;2;2;2;2;3;2;2;4;4;4;3;5;;;;1;45;2;5;2;1;0;5;1;2;3;1;1;1;1;1;3
2530;2;2;2;4;57;6;4;1;4;7;8;2;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;3;3;3;;;;1;57;6;5;3;1;0;6;2;2;2;3;1;1;1;1;1
2531;2;3;1;7;11;10;1;4;6;5;5;1;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;2;6;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;1;1;4;4;5;;;;1;11;10;2;1;1;0;4;2;4;4;1;1;3;3;1;1
2532;2;1;2;5;69;11;4;5;8;1;1;2;8;1;2;2;;2;;1;1;1;1;1;2;2;2;2;2;8;1;5;2;3;2;2;1;1;6;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;1;1;1;1;;;;;1;69;11;4;1;0;0;5;2;4;4;1;3;3;3;1;1
2533;2;1;2;3;7;11;3;1;4;1;8;2;6;2;;3;;2;;2;2;2;1;1;2;2;2;2;2;7;1;2;1;1;2;1;1;1;2;70;1;;;;;0;2;2;2;2;2;2;2;2;2;2;5;5;5;5;3;;;;1;7;11;3;1;0;0;6;2;4;4;1;1;1;1;1;1
2534;2;1;2;4;27;4;1;1;5;1;1;6;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;2;6;720;1;4;;;;6;2;2;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;27;4;4;3;1;0;4;1;1;1;3;2;3;3;1;1
2535;2;1;1;10;18;2;1;3;3;5;4;2;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;4;2;1;2;2;1;1;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;18;2;3;3;1;0;5;2;4;4;1;1;2;2;1;1
2536;2;1;2;10;91;1;3;7;7;6;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;3;2;2;1;1;4;1;;;;;1;91;1;4;1;0;1;4;2;2;5;2;1;3;3;1;3
2537;2;1;2;9;91;1;5;7;7;3;1;8;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;4;3;;;;;1;91;1;5;3;0;0;6;2;1;1;2;1;3;1;1;1
2538;2;2;2;4;92;1;5;6;8;7;3;6;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;2;2;2;1;1;2;6;150;1;;;;;10;2;1;3;2;2;2;2;2;2;2;3;3;4;3;;;;;1;92;1;5;3;1;0;6;2;2;2;3;1;1;1;1;1
2539;2;1;2;10;5;12;1;7;7;6;8;2;4;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;2;6;120;1;2;;;;4;2;2;2;2;2;2;2;2;2;1;4;4;4;4;;;;;1;5;12;3;1;0;1;5;2;2;2;1;1;1;1;1;1
2540;2;2;2;2;78;1;5;1;4;1;1;6;9;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;7;2;5;1;1;1;1;1;2;6;60;1;2;;;;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;1;78;1;2;1;0;0;6;2;1;2;3;1;1;1;1;1
2541;2;1;2;7;80;5;2;2;5;2;1;4;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;2;3;3;1;1;2;6;35;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;80;5;7;2;0;0;3;1;5;1;2;1;1;1;1;1
2542;2;1;2;10;60;5;3;7;7;6;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;2;3;2;1;1;2;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;60;5;2;1;0;0;1;2;4;4;1;1;3;3;1;1
2543;2;2;2;3;2;5;2;2;4;7;7;6;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;2;2;5;1;1;2;3;5;4;5;90;1;2;;;;5;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1;3;;;1;2;5;5;5;3;0;6;2;4;4;1;2;2;2;2;2
2544;2;1;1;3;92;1;5;1;3;2;3;7;6;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;6;2;3;2;2;2;2;1;1;5;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;92;1;3;2;0;0;6;1;1;2;1;1;1;1;1;1
2545;2;1;2;9;17;9;2;2;5;5;1;4;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;6;60;1;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;2;1;;;;1;17;9;4;1;0;0;2;2;3;3;3;1;1;1;1;1
2546;2;1;2;10;94;1;5;7;7;3;3;1;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;1;1;0;;;;;;0;1;2;2;2;2;2;2;3;2;2;4;3;4;4;;;;;1;94;1;5;2;0;0;6;2;2;2;2;1;1;1;1;1
2547;2;2;1;3;22;8;1;1;4;2;3;1;2;1;3;1;;2;;1;2;2;2;2;2;1;1;2;2;7;1;2;1;1;1;1;1;1;3;540;4;;;;;2;3;;2;2;2;3;2;2;2;2;4;3;3;4;1;;;;1;22;8;5;2;0;0;5;2;2;3;2;1;1;1;1;1
2548;2;1;2;6;69;11;4;1;5;1;8;2;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;1;2;2;2;1;2;2;2;105;1;;;;;2;5;2;1;2;2;2;2;2;2;2;3;3;3;3;4;;;;1;69;11;2;1;0;0;4;2;4;3;1;1;1;1;1;3
2549;2;1;2;1;27;4;1;1;5;1;8;7;3;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;8;2;4;2;1;1;1;1;1;4;0;;;;;;0;3;2;3;2;2;2;2;2;2;2;2;3;3;2;3;;;;1;27;4;6;3;1;0;5;1;1;1;2;2;2;2;1;1
2550;2;1;1;10;80;5;1;7;7;3;1;8;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;2;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;80;5;5;2;0;2;4;1;1;2;3;1;1;1;1;1
2551;2;1;1;10;55;6;2;3;3;3;1;3;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;95;1;4;;;;3;3;;1;2;2;2;2;2;1;2;4;4;4;4;2;;;;1;55;6;7;5;2;2;6;1;1;1;2;1;1;1;1;1
2552;2;1;1;3;51;6;4;1;3;3;1;2;8;2;;3;;2;;2;2;2;1;2;2;2;1;2;1;9;1;2;2;2;1;1;2;1;4;60;3;;;;;1;2;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;51;6;2;3;1;0;7;2;2;2;3;3;3;3;1;1
2553;2;1;2;5;13;12;4;2;5;2;2;5;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;9;1;2;1;2;2;1;1;2;2;80;1;;;;;2;2;2;2;2;2;2;2;3;2;2;3;3;3;3;5;;;;1;13;12;4;3;1;0;4;1;2;3;3;1;1;1;1;3
2554;2;1;1;9;75;1;5;7;7;1;1;8;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;2;4;2;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;75;1;3;1;0;0;4;1;1;4;3;1;1;1;1;1
2555;2;1;1;10;31;10;4;7;7;3;5;6;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;3;25;3;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;31;10;4;2;1;0;4;1;1;2;2;1;2;1;1;1
2556;2;1;1;10;85;7;2;7;7;3;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;3;1;1;1;1;1;0;;;;;;0;3;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;85;7;4;2;0;2;5;1;2;5;2;3;3;3;1;1
2557;2;1;1;10;81;10;3;7;7;3;3;7;8;1;5;3;;2;;1;2;1;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;2;2;75;1;;;;;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;81;10;7;2;0;0;6;2;1;2;2;1;1;1;1;1
2558;2;1;1;4;94;1;5;1;3;1;5;9;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;4;1;5;1;1;1;2;5;120;2;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;94;1;4;3;1;0;6;1;1;4;3;1;1;1;1;1
2559;2;1;2;2;57;6;2;2;5;1;1;10;3;2;;1;2;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;1;2;1;1;2;1;5;15;1;;;;;10;4;2;2;2;3;2;2;2;2;2;3;3;2;4;5;;;;1;57;6;9;3;0;0;3;2;4;4;1;1;1;1;3;1
2560;2;1;2;3;53;7;3;1;5;3;1;8;3;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;0;;;;;;0;3;1;2;2;1;2;2;2;2;2;3;3;3;3;6;;;;1;53;7;6;1;0;0;6;1;2;2;2;3;3;3;1;1
2561;2;2;1;8;71;3;2;1;4;3;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;3;4;4;4;2;2;2;2;5;0;;;;;;1;2;;3;2;2;2;2;2;2;2;3;2;2;4;3;;;;1;71;3;5;2;0;0;5;1;2;2;3;1;1;1;1;1
2562;2;2;1;8;92;1;5;1;4;2;10;5;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;1;4;60;1;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;92;1;4;3;0;0;5;2;1;1;2;1;1;1;1;1
2563;2;1;2;6;75;1;5;6;8;2;3;1;8;2;;3;;2;;1;2;1;1;2;2;2;1;2;2;10;1;3;1;1;1;2;1;1;4;1;1;;;;;0;3;2;3;2;2;2;2;3;1;2;4;3;3;4;;;;;1;75;1;3;3;1;2;4;1;2;2;3;1;1;1;1;1
2564;2;1;1;9;68;6;4;7;7;1;5;1;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;3;2;1;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;68;6;3;1;0;0;4;1;2;3;3;1;1;1;1;1
2565;2;1;1;8;23;9;1;2;5;3;1;10;2;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;3;1;1;1;1;6;360;1;4;;;;1;4;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;23;9;8;1;0;0;3;1;1;1;2;2;2;2;1;2
2566;2;3;2;5;84;12;1;1;4;3;2;1;6;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;7;2;5;2;4;1;2;1;1;1;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;5;;;;1;84;12;6;3;0;0;5;1;1;1;2;1;2;2;1;1
2567;2;2;1;2;75;1;5;1;5;1;9;1;6;1;2;3;;2;;1;1;1;1;2;2;1;2;2;2;10;2;3;1;1;2;1;1;1;6;60;1;3;;;;2;2;;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;75;1;1;1;0;0;5;1;2;2;3;1;1;1;1;3
2568;2;2;1;5;38;11;1;1;5;7;1;8;10;1;6;3;;2;;1;2;2;2;1;2;2;2;2;2;8;1;2;1;1;2;1;1;2;3;60;1;;;;;0;2;;2;2;2;2;2;2;2;1;2;2;4;4;1;3;;;1;38;11;6;4;1;0;6;1;2;3;3;3;1;1;1;1
2569;2;1;1;9;71;3;1;7;7;2;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;6;90;1;;;;;1;2;;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;71;3;6;2;0;0;3;2;1;1;2;1;1;1;1;1
2570;2;1;1;3;67;6;2;1;5;1;6;3;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;1;5;2;1;2;1;1;1;5;0;;;;;;1;4;;2;2;2;2;2;2;2;2;3;4;1;3;5;;;;1;67;6;1;1;0;0;5;1;4;4;1;2;2;2;1;3
2571;2;1;1;5;59;5;4;1;4;3;1;2;7;1;1;2;;2;;1;2;2;2;2;2;2;2;1;2;9;1;1;1;1;2;2;2;2;2;30;1;;;;;2;2;;2;2;2;3;2;2;2;3;2;4;2;2;3;;;;1;59;5;4;5;2;0;5;2;1;3;1;1;1;1;1;1
2572;2;1;2;6;31;10;2;1;5;3;1;8;2;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;3;2;1;5;;;;1;31;10;7;4;1;0;4;2;1;2;1;1;1;1;1;1
2573;2;1;2;5;91;1;2;1;4;3;1;5;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;91;1;3;2;2;0;4;2;3;3;3;3;3;3;1;3
2574;2;1;1;10;17;9;1;1;3;3;2;8;9;1;4;2;;2;;2;2;2;1;1;2;1;1;2;2;9;2;6;6;1;1;5;1;1;6;90;4;;;;;0;4;;2;1;2;2;2;1;2;2;3;4;3;4;1;;;;1;17;9;12;3;1;1;5;1;1;2;1;1;1;1;1;1
2575;2;1;1;9;10;6;4;7;7;3;3;4;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;4;2;2;2;1;1;1;3;60;2;;;;;2;3;;2;2;2;2;2;1;2;2;3;3;4;3;;;;;1;10;6;5;2;0;1;4;2;4;4;1;3;3;3;1;1
2576;2;1;1;5;87;9;1;1;5;3;1;8;7;2;;2;;2;;1;2;1;2;2;2;2;2;2;2;9;1;3;2;2;1;1;1;1;2;45;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;4;2;1;;;;1;87;9;5;4;2;0;3;1;2;2;3;1;1;1;1;1
2577;2;1;1;10;21;3;4;7;7;3;3;1;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;6;2;3;1;1;1;2;6;60;2;;;;;0;3;;2;2;2;2;2;1;2;2;4;3;4;4;;;;;1;21;3;5;2;0;1;3;1;5;5;2;1;1;1;3;3
2578;2;2;1;4;78;1;5;1;5;1;8;7;4;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;7;2;3;2;2;2;1;6;6;3;30;4;;;;;50;2;;2;2;2;2;2;2;2;2;4;4;4;3;1;;;;1;78;1;1;1;0;0;6;1;4;4;1;2;2;2;1;3
2579;2;2;2;2;8;6;2;1;3;3;1;3;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;3;2;1;1;1;1;4;600;1;4;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;2;3;1;3;;;1;8;6;6;2;0;0;6;2;3;3;1;1;1;1;1;1
2580;2;1;2;7;6;12;4;1;3;5;7;9;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;3;4;3;;;;1;6;12;4;2;0;0;6;2;5;5;3;3;3;3;1;3
2581;2;1;2;4;25;3;4;1;3;3;4;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;5;2;3;2;2;2;2;2;2;1;2;2;1;3;3;;;;1;25;3;6;4;2;0;6;2;1;1;2;1;1;1;1;1
2582;2;1;1;10;30;10;2;7;7;3;1;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;3;3;3;5;1;1;1;1;4;0;;;;;;0;4;;1;2;2;2;2;1;2;2;4;4;4;4;;;;;1;30;10;5;2;0;0;7;1;1;1;2;1;1;1;1;1
2583;2;1;2;8;77;1;5;6;8;3;1;9;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;2;;;;;1;77;1;4;3;0;0;3;1;1;1;2;2;3;2;1;3
2584;2;1;1;5;36;2;2;1;5;1;1;2;5;2;;3;;1;0.0;2;2;2;1;2;2;2;1;2;2;9;1;6;2;1;2;1;1;1;6;75;1;;;;;2;2;;2;2;2;2;2;2;2;2;3;4;4;3;5;;;;1;36;2;4;1;0;0;4;2;1;1;2;1;1;1;1;1
2585;2;2;1;1;31;10;4;8;8;2;1;8;3;2;;2;;2;;2;2;2;2;2;2;1;2;2;2;9;2;5;2;4;1;1;1;1;4;20;2;;;;;0;2;;2;2;2;3;2;2;2;2;2;2;3;2;;;;;2;81;10;7;5;1;0;6;2;3;4;1;1;1;1;1;1
2586;2;1;1;10;79;9;1;1;4;6;4;2;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;2;1;1;1;6;90;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;79;9;4;1;0;0;4;1;4;4;1;1;1;1;1;3
2587;2;2;2;1;72;7;2;4;8;1;1;2;8;2;;3;;1;38.0;2;1;2;1;1;2;1;2;2;2;6;3;4;3;2;5;1;1;1;6;0;;;;;;0;3;2;2;2;3;2;2;2;2;2;4;3;2;3;;;;;2;61;4;4;4;1;0;3;2;3;4;1;2;2;2;1;1
2588;2;2;2;1;38;11;4;8;8;1;8;3;9;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;3;2;3;1;1;1;2;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;1;3;;;;;1;38;11;4;4;2;0;4;1;2;2;2;2;1;1;1;1
2589;2;1;1;8;83;12;4;2;4;3;1;4;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;2;1;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;6;;;;1;83;12;4;4;0;0;5;2;2;2;1;1;1;1;1;3
2590;2;1;2;10;95;1;2;7;7;3;8;1;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;95;1;5;2;0;2;6;2;2;3;3;1;1;1;1;1
2591;2;2;2;3;51;6;1;3;2;3;1;9;10;1;6;2;;2;;1;2;1;2;1;2;2;1;2;2;10;1;2;1;1;2;1;1;1;1;480;5;;;;;2;1;2;2;2;3;2;3;2;2;2;4;4;2;1;1;2;;;1;51;6;3;3;1;0;1;1;1;1;1;1;1;1;1;1
2592;2;2;2;3;59;5;4;6;8;3;3;1;8;2;;3;;2;;1;2;2;1;1;2;2;2;2;2;7;1;2;1;1;2;2;1;1;6;0;;;;;;0;4;2;2;3;2;2;2;2;2;2;4;3;4;4;;;;;1;59;5;8;5;3;0;6;2;4;3;1;2;2;2;1;2
2593;2;1;1;3;45;2;4;4;5;1;2;1;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;1;1;3;60;1;2;;;;15;2;;2;2;2;2;2;2;2;2;3;3;4;3;5;;;;1;45;2;4;3;2;0;5;1;1;3;1;1;1;1;1;1
2594;2;1;1;9;37;2;2;7;7;1;8;2;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;4;4;4;4;4;6;6;6;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;37;2;5;1;0;0;6;1;4;4;1;2;2;2;2;2
2595;2;1;2;6;62;5;4;1;4;4;4;3;10;2;;3;;2;;2;2;2;2;2;2;1;2;2;1;8;1;1;1;1;1;1;1;2;4;120;1;;;;;30;3;2;2;2;2;2;2;2;2;2;1;3;2;3;5;;;;1;62;5;5;4;2;0;5;2;1;1;2;1;1;1;1;1
2596;2;1;2;10;94;1;5;7;7;3;2;10;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;2;3;70;1;2;;;;0;3;2;2;2;2;2;3;2;2;2;4;4;4;4;;;;;1;94;1;3;2;0;0;6;2;5;5;3;1;1;1;1;3
2597;2;1;2;4;35;8;2;6;8;3;1;10;5;2;;3;;2;;1;2;1;1;1;2;2;2;2;2;10;2;6;2;2;1;2;1;1;6;0;;;;;;0;5;2;1;2;2;2;1;1;2;2;4;3;3;4;;;;;1;35;8;3;3;1;0;5;2;5;5;3;3;3;3;3;3
