SERIAL;JOURV7;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D60A;D60;D61;D62_0;D62_1;D62_2;D63;ALEAD65;D65;D66;ALEAD70;D70;D71;D67;D68_0;D68_1;D68_2;D68_3;D68_4;D68_5;D68_6;D68_7;D68_8;D69_0;D69_1;D69_2;D69_3;D69_4;D69_5;D69_6;D69_7
4448;3;1;1;7;32;10;1;5;8;7;2;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;1;2;0;1;86;;;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;32;10;4;2;0;0;3;;2;1;1;2;2;2;2;1;3;;1;2;;2;2;2;2;4;2;2;3;3;2;1;3;1;1;1;2;2;2
4449;3;1;2;3;56;8;1;4;4;1;5;1;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;7;1;4;2;2;3;1;2;2;1;420;15;;;;0;0;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;5;;;;1;56;8;2;1;0;0;6;5;6;2;1;2;3;3;1;1;3;;1;5;;1;2;3;3;2;2;2;2;2;2;2;4;3;2;3;2;4;2
4450;3;1;1;8;57;6;3;4;6;3;8;9;4;2;;2;2;;1;2;;2;2;1;2;1;2;2;2;2;2;2;10;1;2;2;1;2;1;2;2;2;240;0;;;;1;3;2;2;;2;2;1;2;2;1;1;2;2;1;2;1;5;;;;1;57;6;4;2;0;0;5;1;6;1;1;3;1;1;2;2;;3;2;;1;2;1;2;2;2;2;3;1;1;2;2;4;2;2;1;1;2;2
4451;3;1;1;8;85;7;1;5;8;3;1;10;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;2;1;1;1;2;2;270;2;;46;46;1;5;0;3;;1;1;1;2;2;1;2;2;4;4;4;4;;;;;1;85;7;8;4;2;0;3;;3;1;1;2;3;2;2;2;;3;2;;1;2;2;3;3;3;2;3;2;2;3;1;1;2;1;2;1;1;2
4452;3;1;1;10;27;4;1;7;7;1;2;3;7;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;0;4;4;4;1;1;1;1;2;5;0;1;60;;;0;0;0;2;;2;2;1;2;2;2;2;2;3;3;3;1;;;;;1;27;4;5;1;0;0;6;4;1;2;1;3;2;1;2;2;;3;2;;4;2;2;3;3;3;2;2;2;3;3;3;5;3;3;1;3;3;5
4453;3;1;2;9;68;6;2;7;7;3;3;4;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;1;8;1;6;1;3;1;1;2;2;2;60;0;;;;1;1;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;68;6;6;2;0;0;4;;3;1;1;2;2;2;2;1;3;;1;4;;2;2;2;2;3;2;2;2;2;2;3;3;1;2;1;2;2;4
4454;3;2;1;6;62;5;3;4;4;5;5;9;2;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;1;6;1;2;2;1;1;1;1;2;2;130;1;45;;;0;1;0;2;;2;2;1;2;2;2;2;2;3;4;4;2;5;;;;1;62;5;4;1;0;0;4;;6;2;1;1;1;2;2;1;3;;1;3;;2;2;2;2;3;2;4;4;3;4;2;2;2;1;2;2;2;4
4455;3;1;1;10;41;2;2;7;7;3;1;10;3;2;;3;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;5;2;1;1;60;2;;45;45;1;1;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;41;2;6;2;0;2;2;;3;2;1;2;2;2;2;1;2;;1;4;;2;2;1;2;3;3;2;2;2;3;2;4;3;3;4;2;5;3
4456;3;2;2;9;76;4;1;7;7;2;1;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;2;2;2;120;20;;;;0;7;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;76;4;6;2;0;0;5;4;2;2;1;2;3;2;1;2;;3;2;;5;2;1;2;2;2;2;2;2;2;2;2;3;1;3;1;3;2;1
4457;3;2;2;2;78;1;5;6;8;3;1;8;7;1;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;7;1;4;1;4;2;1;1;1;1;0;3;;35;50;1;1;0;2;2;2;2;3;2;2;2;2;2;1;1;1;3;;;;;1;78;1;5;3;1;0;6;1;6;1;1;1;4;2;2;1;3;;1;5;;2;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2
4458;3;1;2;9;1;11;1;4;6;3;8;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;3;2;420;15;;;92;0;3;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;1;11;5;2;0;1;3;;2;2;1;3;3;1;2;2;;3;2;;5;2;3;3;3;3;3;3;3;3;3;1;2;2;1;1;1;2;2
4459;3;1;2;7;43;11;2;2;4;1;2;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;3;2;2;3;1;2;4;3;780;52;;;;2;0;5;3;2;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;43;11;5;3;3;0;4;;6;1;1;2;3;2;2;1;3;;1;5;;2;1;2;2;2;2;2;2;2;2;4;4;3;3;3;2;4;4
4460;3;1;2;9;2;5;1;7;7;1;5;1;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;1;45;3;;40;40;2;1;0;3;2;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;2;5;3;1;0;0;5;4;6;1;1;1;4;3;1;1;1;;1;3;;1;1;2;2;3;2;2;2;4;3;2;4;1;1;2;2;5;1
4461;3;1;1;8;92;1;5;1;4;1;5;1;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;1;1;1;1;2;1;1;120;5;;;;2;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;2;93;1;5;3;0;0;4;;2;1;1;2;3;2;2;2;;2;2;;3;2;2;3;2;3;2;2;2;2;3;3;4;4;3;2;2;4;4
4462;3;1;2;7;18;2;3;1;4;1;6;5;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;1;2;2;2;4;4;240;40;;80;45;0;0;0;4;2;2;2;1;2;2;2;2;2;2;2;1;3;6;;;;2;86;9;9;3;0;3;6;4;3;2;2;2;2;2;1;1;3;;1;4;;1;2;2;2;2;2;2;2;2;2;4;5;5;5;5;5;5;3
4463;3;1;2;3;29;8;1;6;8;2;8;2;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;20;0;;;;1;1;0;4;2;2;2;2;2;3;2;2;2;4;3;4;4;;;;;1;29;8;5;4;2;0;3;;6;2;1;3;2;1;2;2;;3;2;;4;2;1;1;1;2;1;1;1;1;1;2;3;1;1;1;2;1;2
4464;4;3;2;6;21;3;1;5;8;3;1;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;1;180;1;21;;;0;1;0;4;2;2;2;2;2;2;1;2;2;2;2;2;3;;;;;1;21;3;5;3;0;0;6;4;6;1;1;2;3;2;1;2;;3;2;;5;2;2;2;3;3;3;4;2;2;4;1;2;1;1;1;1;1;1
4465;3;2;2;4;77;1;5;6;8;3;1;2;7;2;;2;3;;2;2;;2;2;1;2;2;1;2;2;2;2;1;7;1;1;1;3;1;1;1;1;1;120;1;78;;;0;2;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;77;1;6;4;2;0;5;1;4;1;2;2;2;1;2;2;;3;2;;4;2;3;4;4;4;4;4;4;4;4;3;2;1;2;2;1;1;4
4466;3;1;1;8;68;6;2;5;8;1;9;10;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;8;1;3;3;2;2;1;1;1;3;90;0;;;;0;1;0;4;;1;2;2;2;2;1;2;2;4;4;4;4;;;;;1;68;6;5;1;0;0;4;;5;2;1;2;3;2;1;2;;3;2;;4;2;2;1;1;3;2;2;2;2;3;3;3;3;3;5;4;4;4
4467;3;1;2;8;29;8;2;1;4;3;8;2;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;0;0;;;;0;2;0;4;2;2;2;2;2;2;2;1;1;1;1;1;1;3;;;;1;29;8;7;2;0;0;6;2;6;2;1;1;3;2;1;1;2;;2;;4;2;2;2;2;4;4;3;3;4;4;2;4;2;1;1;1;1;2
4468;3;1;2;6;11;10;2;1;4;7;1;6;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;2;2;2;600;0;;;;0;0;4;2;2;2;2;2;2;2;2;2;2;3;3;3;4;1;;;;1;11;10;6;3;1;0;6;2;4;1;2;2;3;2;1;1;3;;1;1;;2;1;2;2;2;2;2;2;3;3;4;5;4;3;4;5;4;3
4469;3;1;2;8;83;12;2;3;2;2;3;9;4;2;;2;3;;2;2;;2;2;3;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;3;1;270;3;;;;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;83;12;3;2;0;1;6;4;6;2;1;2;3;2;1;1;3;;1;4;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2
4470;3;1;2;10;83;12;2;7;7;3;1;10;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;2;2;4;120;0;;;;2;0;0;3;2;2;1;3;2;2;2;2;2;1;3;3;3;;;;;1;83;12;6;2;0;1;3;;6;1;1;1;3;2;1;1;3;;1;4;;2;2;2;2;3;3;3;2;2;4;2;3;1;2;3;1;4;3
4471;3;2;2;4;77;1;5;1;4;3;2;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;1;1;2;2;180;0;;;;0;0;0;4;2;2;2;2;2;2;2;2;2;3;2;3;3;3;;;;1;77;1;6;3;1;0;7;;4;2;2;2;3;2;2;1;3;;1;5;;2;1;2;2;2;2;2;2;2;3;5;5;5;3;5;3;3;2
4472;3;2;2;1;78;1;5;8;8;1;4;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;3;4;1;1;1;2;1;0;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;2;4;4;3;;;;;1;78;1;3;1;0;0;3;;6;1;1;2;3;2;2;2;;3;1;4;;2;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;3;2
4473;3;1;2;3;25;3;1;4;6;3;2;1;5;2;;2;4;;1;2;;2;2;2;2;1;1;2;2;2;2;2;10;2;3;1;1;2;1;1;2;2;0;0;;;;1;0;0;5;2;2;2;2;2;2;2;2;2;1;2;2;3;7;;;;1;25;3;5;4;2;0;5;2;6;2;1;2;4;2;2;2;;1;2;;4;2;2;3;4;3;2;2;2;3;2;4;5;2;3;5;3;2;2
4474;3;1;2;9;12;10;1;7;7;2;6;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;2;240;5;;;;1;1;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;12;10;8;2;0;0;6;3;4;2;1;3;2;3;2;2;;2;2;;2;2;2;4;1;3;3;3;2;4;3;5;5;5;5;5;5;5;2
4475;3;1;2;9;2;5;3;2;4;3;8;4;3;2;;2;2;;2;2;;2;2;1;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;1;360;40;;50;66;0;0;4;3;2;2;2;1;2;2;2;2;2;4;4;4;4;1;8;;;1;2;5;6;1;0;0;5;3;6;1;1;2;3;2;2;1;3;;2;;4;1;3;4;4;4;4;4;4;4;4;2;5;1;2;1;1;1;1
4476;3;1;2;4;72;7;1;3;4;3;2;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;2;60;2;;57;72;2;0;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;72;7;7;5;3;0;3;;1;1;1;2;2;1;2;1;3;;1;1;;2;2;3;2;3;2;3;2;2;2;2;2;2;2;1;1;1;1
4477;3;1;2;5;21;3;1;2;4;3;7;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;2;6;2;360;0;;;;0;0;5;3;2;2;2;2;2;2;2;2;2;4;3;3;4;1;;;;1;21;3;7;5;3;0;5;1;6;1;1;2;3;3;1;1;3;;1;2;;2;2;2;2;3;2;2;2;2;2;3;3;2;2;3;3;3;2
4478;3;1;1;6;82;10;2;1;6;3;2;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;1;1;2;6;4;600;5;;40;40;1;1;4;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;82;10;5;4;2;0;4;;4;2;1;2;2;2;2;1;3;;1;3;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2
4479;3;1;1;2;92;1;5;1;4;3;1;7;9;1;1;;1;2;1;1;0.0;1;2;1;1;1;2;1;2;1;1;1;8;5;5;1;1;4;2;5;2;2;0;7;;;;4;3;0;5;;2;1;1;2;1;1;3;2;2;1;1;2;1;2;3;;1;92;1;;4;2;0;4;;4;1;1;2;1;1;1;2;;1;1;1;;1;2;1;2;1;2;1;3;1;2;2;3;4;4;2;2;4;4
4480;3;1;1;7;62;5;1;1;6;3;1;7;4;1;3;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;2;1;1;2;2;4;3;75;3;;47;41;0;3;4;3;;2;2;2;2;2;2;2;2;3;2;2;3;1;;;;1;62;5;7;4;1;0;3;;6;2;1;2;3;3;1;2;;3;2;;4;2;2;3;3;3;3;2;3;2;3;2;2;3;2;2;2;3;2
4481;3;1;2;6;85;7;2;2;4;3;3;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;3;4;1;1;2;1;1;2;3;120;2;;35;45;0;1;1;2;2;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;1;85;7;5;2;2;0;6;4;2;3;1;2;3;2;2;2;;3;2;;3;2;2;2;2;3;3;3;2;3;3;5;5;5;3;5;3;5;5
4482;3;1;2;8;12;10;1;1;4;3;8;5;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;2;2;2;2;2;60;3;;;;1;7;2;4;2;2;2;2;2;2;1;1;2;5;1;1;2;4;;;;1;12;10;4;2;0;0;5;3;6;2;1;1;4;3;1;1;3;;1;2;;2;2;2;2;4;4;4;2;2;4;2;2;2;2;2;1;2;2
4483;3;2;1;2;81;10;3;2;6;3;2;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;0;1;4;4;1;4;4;3;3;5;0;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;81;10;2;3;0;0;3;;3;1;1;2;3;2;1;2;;3;2;;4;2;2;2;2;2;3;2;2;2;3;3;3;4;4;4;3;3;3
4484;3;1;2;7;73;11;1;1;4;3;3;4;1;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;3;2;1;1;1;2;3;330;2;;61;61;3;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;6;;;;1;73;11;6;4;1;0;6;5;6;2;1;2;3;2;2;1;3;;1;4;;1;1;2;2;2;2;3;2;3;2;2;4;4;2;2;3;4;4
4485;3;2;2;1;27;4;1;4;8;1;7;4;1;2;;2;3;;2;2;;2;2;2;2;1;2;2;1;2;2;2;8;3;3;1;1;4;4;4;4;3;300;5;;20;;6;10;0;3;2;2;2;2;2;2;2;2;2;1;3;1;2;;;;;1;27;4;7;6;4;0;6;5;3;1;1;1;2;1;2;2;;1;2;;1;2;1;2;2;3;2;4;1;1;1;3;3;2;3;1;4;5;4
4486;3;1;1;3;75;1;5;3;2;1;1;3;7;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;2;2;2;2;2;4;3;2;600;5;;30;35;2;0;5;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;;;;1;75;1;2;1;0;0;6;2;2;1;1;2;3;2;2;2;;3;1;3;;2;2;2;3;3;3;3;3;2;4;2;4;4;4;3;2;3;4
4487;3;2;1;7;27;4;3;1;6;1;8;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;2;1;1;1;2;2;2;150;4;;50;50;1;1;0;4;;1;2;2;2;2;1;2;2;4;4;4;3;6;;;;1;27;4;4;1;0;0;5;2;2;1;1;2;4;2;2;1;3;;1;4;;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2
4488;3;1;2;2;75;1;5;1;4;1;7;8;6;2;;1;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;1;6;2;600;27;;;30;3;0;50;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;75;1;1;1;0;0;5;5;4;2;1;3;1;1;2;1;3;;2;;5;2;2;2;3;3;2;2;2;4;3;4;4;2;2;3;2;2;4
4489;3;1;1;1;78;1;5;8;8;1;1;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;2;1;1;1;1;2;2;0;0;;;;1;0;0;2;;2;2;2;2;2;2;2;2;4;3;3;3;;;;;1;78;1;4;4;0;0;4;;6;1;3;5;5;5;1;1;3;;1;3;;2;2;2;2;3;2;2;2;2;3;2;3;2;1;2;3;5;2
4490;3;2;2;3;71;3;2;6;8;2;1;3;10;2;;1;3;;1;2;;1;2;1;1;2;1;2;1;2;2;2;8;2;1;2;1;3;1;1;2;1;120;4;;32;60;0;5;0;4;1;1;2;2;2;2;2;2;2;2;2;2;3;;;;;1;71;3;5;4;2;0;5;2;6;1;1;3;2;2;2;1;3;;1;3;;2;2;3;3;4;3;4;3;4;3;1;3;2;2;1;2;2;3
4491;3;1;1;7;78;1;5;1;4;2;1;3;2;2;;2;3;;1;2;;2;2;1;2;1;2;2;2;2;2;2;9;2;2;3;2;1;1;2;2;2;90;50;;40;30;1;1;0;2;;2;2;2;2;2;1;2;2;2;3;3;3;3;;;;1;78;1;3;2;0;0;6;5;4;2;1;3;2;2;2;2;;3;2;;2;2;1;2;3;4;2;3;2;2;4;4;3;3;3;4;3;2;4
4492;3;1;2;6;56;8;2;5;8;1;2;8;7;1;3;;3;;2;1;0.0;1;2;2;1;2;2;2;1;1;1;2;7;2;3;3;2;3;1;1;1;3;0;0;;;;1;1;0;2;2;2;2;2;2;2;2;1;1;3;3;3;3;;;;;1;56;8;4;3;2;0;3;;6;2;1;2;2;2;2;1;2;;2;;4;2;2;2;2;4;2;3;2;2;2;2;3;2;2;1;2;4;2
4493;3;1;1;8;56;8;2;1;4;5;2;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;2;2;1;2;1;480;15;;45;45;0;0;50;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;56;8;8;1;0;0;6;1;6;2;1;3;4;2;1;2;;3;2;;5;1;2;1;1;2;2;2;1;1;1;5;5;5;5;5;5;5;5
4494;3;1;2;4;67;6;2;1;4;1;8;7;6;1;4;;2;;2;2;;2;2;1;1;2;2;2;2;2;2;2;6;1;1;1;2;2;1;1;2;2;0;0;;;;1;1;2;5;2;2;2;2;2;2;2;2;2;4;4;4;1;1;8;;;1;67;6;9;5;0;2;6;1;6;2;1;2;3;2;2;2;;3;1;4;;2;2;3;3;3;3;3;2;3;3;4;3;4;1;4;3;3;4
4495;3;1;2;4;29;8;2;4;4;3;1;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;2;2;60;3;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;2;2;3;1;5;;;;1;29;8;4;4;2;0;4;;2;1;1;2;3;2;2;1;3;;2;;4;2;3;3;3;4;3;3;4;4;3;1;2;1;1;1;1;1;2
4496;3;2;2;6;43;11;3;1;4;3;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;2;1;2;3;1;300;0;;;;0;2;5;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;43;11;7;5;1;0;6;4;6;2;1;1;2;3;1;1;3;;2;;4;2;1;3;3;3;3;4;3;3;4;2;4;2;2;2;3;2;2
4497;3;1;1;4;34;10;2;1;4;3;2;1;7;1;3;;3;;2;2;;1;2;2;2;2;2;2;1;2;2;2;7;2;2;1;2;2;1;2;3;3;120;5;;40;65;3;7;7;3;;2;2;2;2;2;2;2;2;2;2;2;4;8;;;;1;34;10;8;3;2;0;6;2;3;2;1;3;2;2;2;2;;3;1;2;;2;2;2;2;2;2;2;2;2;2;4;4;3;3;3;4;4;5
4498;3;2;1;7;75;1;5;3;2;3;1;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;4;1;2;2;2;2;2;1;0;0;;;;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;;3;1;0;6;1;6;2;1;2;3;2;1;1;3;;1;4;;2;2;3;2;2;2;2;2;3;3;5;3;4;2;4;3;4;5
4499;3;2;2;1;13;12;2;8;8;1;3;8;1;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;2;1;1;2;2;180;3;;50;18;3;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;13;12;4;4;1;0;5;2;6;2;1;2;3;2;2;2;;3;2;;4;2;1;2;1;3;2;2;3;2;3;4;4;4;2;4;4;4;5
4500;3;1;1;4;86;9;1;1;4;7;5;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;3;1;1;1;1;1;2;2;0;0;;;;0;2;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;86;9;6;5;3;0;6;5;3;2;1;2;4;3;2;2;;3;2;;2;1;2;2;2;3;2;3;2;3;3;2;2;2;3;2;4;3;3
4501;3;2;2;1;75;1;5;8;8;1;1;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;2;1;1;1;1;2;0;0;;;;0;0;0;1;2;2;2;2;2;2;2;2;2;4;3;3;3;;;;;1;75;1;3;3;0;0;5;1;2;1;1;2;3;2;1;1;2;;1;2;;2;2;3;4;4;4;4;4;4;4;4;2;3;1;2;4;5;4
4502;3;3;2;8;94;1;5;5;8;3;1;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;1;180;1;65;;;0;4;0;2;2;2;2;1;2;2;1;2;2;3;3;3;3;;;;;1;94;1;4;4;0;0;5;2;6;1;1;2;3;3;2;1;3;;1;5;;2;2;2;3;3;2;2;3;2;3;2;2;2;2;1;2;2;1
4503;3;1;1;2;75;1;5;2;6;1;2;5;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;1;2;1;1;1;2;1;30;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;4;;;;1;75;1;1;1;0;0;3;;6;2;2;2;2;2;2;2;;1;2;;5;2;2;3;3;4;3;3;3;3;3;1;2;1;1;1;1;2;2
4504;3;2;1;8;31;10;1;1;6;3;2;3;4;2;;4;3;;2;1;0.0;2;2;2;1;1;2;2;2;1;2;2;9;2;2;1;1;2;1;1;1;3;210;100;;;;3;1;0;3;;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;31;10;6;2;0;0;3;;6;2;1;2;3;1;2;1;3;;1;1;;2;2;1;2;3;2;3;1;1;3;3;3;4;2;4;3;2;4
4505;3;2;2;8;35;8;1;4;4;5;4;8;11;1;4;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;60;20;;45;30;2;2;0;3;2;2;1;2;2;2;2;2;2;3;4;3;3;5;;;;1;35;8;4;1;0;0;4;;4;2;1;2;3;1;2;2;;2;2;;4;2;2;2;3;4;4;4;2;2;2;1;1;1;1;1;1;1;2
4506;3;2;2;8;24;9;3;6;8;3;6;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;90;0;;;;0;0;0;5;2;2;1;2;2;2;2;2;2;4;4;4;4;;;;;1;24;9;4;2;0;0;5;5;3;1;2;2;3;2;1;2;;3;2;;3;2;2;2;2;3;2;3;3;2;3;2;4;3;2;3;4;4;2
4507;3;2;2;2;34;10;3;4;8;3;5;1;7;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;3;1;1;3;0;3;;34;2;1;1;0;2;2;2;2;2;2;2;2;2;2;4;1;4;3;;;;;1;34;10;3;2;2;0;3;;6;2;2;2;2;2;2;2;;3;2;;1;2;1;2;2;4;3;2;1;3;3;1;1;1;1;1;1;5;1
4508;3;2;1;2;21;3;1;1;2;2;4;8;9;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;4;6;6;2;1;1;3;3;300;5;;;;1;0;0;2;;2;2;2;2;2;2;2;3;2;1;4;4;2;;;;1;21;3;5;2;0;2;7;;6;2;1;4;1;1;2;2;;3;2;;5;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5
4509;3;1;1;7;1;11;3;1;6;2;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;4;5;3;1;1;3;2;480;15;;35;45;2;1;7;2;;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;1;11;8;2;0;0;6;2;6;2;1;3;3;2;2;2;;3;1;4;;2;2;3;2;3;2;3;2;3;3;4;2;4;1;3;3;2;3
4510;3;1;1;6;53;7;1;2;4;5;4;2;1;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;10;0;;;;0;4;0;4;;2;2;2;2;2;2;2;2;4;4;3;3;1;;;;1;53;7;3;1;0;0;3;;6;1;1;2;3;2;2;1;3;;2;;3;2;1;2;1;2;2;3;2;1;1;2;3;2;2;2;2;2;2
4511;3;1;2;6;22;8;2;1;2;7;3;4;7;2;;2;3;;2;2;;1;2;1;2;2;2;2;2;2;2;2;7;2;3;3;1;1;1;1;1;2;180;50;;45;30;3;0;0;4;2;2;2;2;2;2;2;2;2;3;3;3;3;2;;;;1;22;8;5;2;0;0;6;4;3;2;2;2;2;1;2;1;3;;1;3;;1;2;2;2;2;2;2;2;2;2;4;5;3;2;1;3;5;2
